;Payment_Behaviour
41597;High_spent_Large_value_payments
41598;Low_spent_Small_value_payments
41599;High_spent_Medium_value_payments
41600;High_spent_Small_value_payments
41601;Low_spent_Small_value_payments
41602;High_spent_Medium_value_payments
41603;High_spent_Medium_value_payments
41604;High_spent_Small_value_payments
41605;High_spent_Large_value_payments
41606;Low_spent_Medium_value_payments
41607;High_spent_Small_value_payments
41608;Low_spent_Small_value_payments
41609;Low_spent_Small_value_payments
41610;High_spent_Large_value_payments
41611;High_spent_Medium_value_payments
41612;Low_spent_Medium_value_payments
41613;Low_spent_Medium_value_payments
41614;High_spent_Small_value_payments
41615;High_spent_Large_value_payments
41616;High_spent_Small_value_payments
41617;Low_spent_Large_value_payments
41618;Low_spent_Small_value_payments
41619;Low_spent_Large_value_payments
41620;Low_spent_Small_value_payments
41621;Low_spent_Small_value_payments
41622;High_spent_Large_value_payments
41623;Low_spent_Small_value_payments
41624;Low_spent_Small_value_payments
41625;Low_spent_Medium_value_payments
41626;High_spent_Medium_value_payments
41627;Low_spent_Small_value_payments
41628;Low_spent_Small_value_payments
41629;Low_spent_Medium_value_payments
41630;Low_spent_Medium_value_payments
41631;Low_spent_Large_value_payments
41632;Low_spent_Small_value_payments
41633;High_spent_Medium_value_payments
41634;High_spent_Large_value_payments
41635;Low_spent_Small_value_payments
41636;High_spent_Large_value_payments
41637;Low_spent_Large_value_payments
41638;High_spent_Medium_value_payments
41639;Low_spent_Large_value_payments
41640;High_spent_Small_value_payments
41641;Low_spent_Large_value_payments
41642;High_spent_Large_value_payments
41643;High_spent_Medium_value_payments
41644;High_spent_Large_value_payments
41645;Low_spent_Small_value_payments
41646;High_spent_Medium_value_payments
41647;High_spent_Large_value_payments
41648;Low_spent_Small_value_payments
41649;High_spent_Medium_value_payments
41650;High_spent_Medium_value_payments
41651;High_spent_Medium_value_payments
41652;Low_spent_Small_value_payments
41653;High_spent_Small_value_payments
41654;Low_spent_Large_value_payments
41655;High_spent_Large_value_payments
41656;Low_spent_Large_value_payments
41657;High_spent_Medium_value_payments
41658;High_spent_Medium_value_payments
41659;High_spent_Medium_value_payments
41660;Low_spent_Small_value_payments
41661;Low_spent_Small_value_payments
41662;High_spent_Medium_value_payments
41663;High_spent_Large_value_payments
41664;Low_spent_Small_value_payments
41665;Low_spent_Small_value_payments
41666;High_spent_Large_value_payments
41667;High_spent_Small_value_payments
41668;Low_spent_Small_value_payments
41669;Low_spent_Large_value_payments
41670;Low_spent_Medium_value_payments
41671;Low_spent_Small_value_payments
41672;High_spent_Large_value_payments
41673;Low_spent_Large_value_payments
41674;High_spent_Medium_value_payments
41675;Low_spent_Medium_value_payments
41676;High_spent_Medium_value_payments
41677;Low_spent_Medium_value_payments
41678;High_spent_Medium_value_payments
41679;Low_spent_Medium_value_payments
41680;High_spent_Medium_value_payments
41681;Low_spent_Large_value_payments
41682;Low_spent_Medium_value_payments
41683;Low_spent_Small_value_payments
41684;Low_spent_Large_value_payments
41685;High_spent_Large_value_payments
41686;Low_spent_Large_value_payments
41687;Low_spent_Medium_value_payments
41688;Low_spent_Small_value_payments
41689;Low_spent_Small_value_payments
41690;High_spent_Small_value_payments
41691;Low_spent_Medium_value_payments
41692;High_spent_Large_value_payments
41693;Low_spent_Large_value_payments
41694;Low_spent_Medium_value_payments
41695;High_spent_Large_value_payments
41696;Low_spent_Medium_value_payments
41697;High_spent_Large_value_payments
41698;High_spent_Medium_value_payments
41699;High_spent_Small_value_payments
41700;High_spent_Medium_value_payments
41701;Low_spent_Small_value_payments
41702;Low_spent_Medium_value_payments
41703;High_spent_Medium_value_payments
41704;High_spent_Small_value_payments
41705;Low_spent_Medium_value_payments
41706;High_spent_Small_value_payments
41707;Low_spent_Small_value_payments
41708;Low_spent_Medium_value_payments
41709;Low_spent_Medium_value_payments
41710;Low_spent_Small_value_payments
41711;Low_spent_Small_value_payments
41712;Low_spent_Large_value_payments
41713;High_spent_Large_value_payments
41714;High_spent_Small_value_payments
41715;Low_spent_Medium_value_payments
41716;Low_spent_Large_value_payments
41717;Low_spent_Medium_value_payments
41718;Low_spent_Small_value_payments
41719;Low_spent_Medium_value_payments
41720;High_spent_Large_value_payments
41721;Low_spent_Large_value_payments
41722;High_spent_Small_value_payments
41723;High_spent_Large_value_payments
41724;Low_spent_Large_value_payments
41725;Low_spent_Small_value_payments
41726;Low_spent_Small_value_payments
41727;Low_spent_Small_value_payments
41728;Low_spent_Large_value_payments
41729;High_spent_Large_value_payments
41730;High_spent_Small_value_payments
41731;High_spent_Large_value_payments
41732;Low_spent_Small_value_payments
41733;High_spent_Large_value_payments
41734;High_spent_Large_value_payments
41735;High_spent_Medium_value_payments
41736;High_spent_Small_value_payments
41737;High_spent_Medium_value_payments
41738;Low_spent_Small_value_payments
41739;Low_spent_Small_value_payments
41740;Low_spent_Medium_value_payments
41741;Low_spent_Small_value_payments
41742;Low_spent_Small_value_payments
41743;Low_spent_Medium_value_payments
41744;High_spent_Medium_value_payments
41745;High_spent_Large_value_payments
41746;High_spent_Medium_value_payments
41747;Low_spent_Small_value_payments
41748;Low_spent_Small_value_payments
41749;Low_spent_Small_value_payments
41750;Low_spent_Large_value_payments
41751;Low_spent_Medium_value_payments
41752;Low_spent_Medium_value_payments
41753;High_spent_Medium_value_payments
41754;Low_spent_Medium_value_payments
41755;High_spent_Large_value_payments
41756;Low_spent_Medium_value_payments
41757;High_spent_Medium_value_payments
41758;Low_spent_Small_value_payments
41759;High_spent_Medium_value_payments
41760;High_spent_Medium_value_payments
41761;Low_spent_Small_value_payments
41762;Low_spent_Medium_value_payments
41763;High_spent_Medium_value_payments
41764;Low_spent_Medium_value_payments
41765;High_spent_Small_value_payments
41766;Low_spent_Medium_value_payments
41767;Low_spent_Small_value_payments
41768;High_spent_Medium_value_payments
41769;Low_spent_Medium_value_payments
41770;Low_spent_Medium_value_payments
41771;High_spent_Large_value_payments
41772;High_spent_Large_value_payments
41773;High_spent_Large_value_payments
41774;High_spent_Large_value_payments
41775;Low_spent_Small_value_payments
41776;Low_spent_Small_value_payments
41777;High_spent_Medium_value_payments
41778;Low_spent_Small_value_payments
41779;High_spent_Medium_value_payments
41780;High_spent_Medium_value_payments
41781;Low_spent_Small_value_payments
41782;High_spent_Large_value_payments
41783;High_spent_Medium_value_payments
41784;Low_spent_Small_value_payments
41785;Low_spent_Large_value_payments
41786;Low_spent_Small_value_payments
41787;High_spent_Small_value_payments
41788;Low_spent_Medium_value_payments
41789;High_spent_Medium_value_payments
41790;Low_spent_Small_value_payments
41791;Low_spent_Small_value_payments
41792;Low_spent_Small_value_payments
41793;High_spent_Large_value_payments
41794;Low_spent_Large_value_payments
41795;Low_spent_Medium_value_payments
41796;High_spent_Medium_value_payments
41797;Low_spent_Small_value_payments
41798;Low_spent_Small_value_payments
41799;High_spent_Medium_value_payments
41800;Low_spent_Small_value_payments
41801;Low_spent_Small_value_payments
41802;Low_spent_Large_value_payments
41803;Low_spent_Small_value_payments
41804;High_spent_Large_value_payments
41805;Low_spent_Small_value_payments
41806;High_spent_Small_value_payments
41807;Low_spent_Large_value_payments
41808;High_spent_Medium_value_payments
41809;High_spent_Small_value_payments
41810;Low_spent_Large_value_payments
41811;Low_spent_Large_value_payments
41812;High_spent_Small_value_payments
41813;High_spent_Large_value_payments
41814;High_spent_Small_value_payments
41815;High_spent_Small_value_payments
41816;Low_spent_Medium_value_payments
41817;High_spent_Small_value_payments
41818;Low_spent_Large_value_payments
41819;Low_spent_Small_value_payments
41820;High_spent_Medium_value_payments
41821;Low_spent_Large_value_payments
41822;High_spent_Medium_value_payments
41823;Low_spent_Small_value_payments
41824;Low_spent_Large_value_payments
41825;Low_spent_Large_value_payments
41826;High_spent_Large_value_payments
41827;Low_spent_Small_value_payments
41828;Low_spent_Small_value_payments
41829;Low_spent_Large_value_payments
41830;High_spent_Small_value_payments
41831;Low_spent_Large_value_payments
41832;High_spent_Large_value_payments
41833;Low_spent_Medium_value_payments
41834;Low_spent_Large_value_payments
41835;Low_spent_Small_value_payments
41836;High_spent_Medium_value_payments
41837;Low_spent_Large_value_payments
41838;Low_spent_Medium_value_payments
41839;Low_spent_Medium_value_payments
41840;High_spent_Medium_value_payments
41841;Low_spent_Small_value_payments
41842;High_spent_Medium_value_payments
41843;High_spent_Medium_value_payments
41844;Low_spent_Small_value_payments
41845;Low_spent_Small_value_payments
41846;Low_spent_Small_value_payments
41847;Low_spent_Small_value_payments
41848;High_spent_Small_value_payments
41849;Low_spent_Small_value_payments
41850;High_spent_Medium_value_payments
41851;High_spent_Medium_value_payments
41852;High_spent_Small_value_payments
41853;High_spent_Medium_value_payments
41854;High_spent_Large_value_payments
41855;Low_spent_Small_value_payments
41856;Low_spent_Large_value_payments
41857;Low_spent_Medium_value_payments
41858;Low_spent_Small_value_payments
41859;High_spent_Small_value_payments
41860;High_spent_Large_value_payments
41861;Low_spent_Medium_value_payments
41862;High_spent_Large_value_payments
41863;Low_spent_Large_value_payments
41864;High_spent_Large_value_payments
41865;Low_spent_Medium_value_payments
41866;High_spent_Medium_value_payments
41867;Low_spent_Large_value_payments
41868;Low_spent_Small_value_payments
41869;Low_spent_Small_value_payments
41870;Low_spent_Medium_value_payments
41871;Low_spent_Medium_value_payments
41872;Low_spent_Small_value_payments
41873;High_spent_Small_value_payments
41874;Low_spent_Medium_value_payments
41875;Low_spent_Small_value_payments
41876;Low_spent_Large_value_payments
41877;Low_spent_Small_value_payments
41878;Low_spent_Large_value_payments
41879;Low_spent_Large_value_payments
41880;Low_spent_Medium_value_payments
41881;High_spent_Medium_value_payments
41882;Low_spent_Medium_value_payments
41883;High_spent_Large_value_payments
41884;High_spent_Small_value_payments
41885;Low_spent_Small_value_payments
41886;High_spent_Small_value_payments
41887;High_spent_Medium_value_payments
41888;Low_spent_Small_value_payments
41889;Low_spent_Medium_value_payments
41890;Low_spent_Medium_value_payments
41891;High_spent_Large_value_payments
41892;Low_spent_Medium_value_payments
41893;Low_spent_Small_value_payments
41894;Low_spent_Large_value_payments
41895;Low_spent_Small_value_payments
41896;High_spent_Small_value_payments
41897;High_spent_Medium_value_payments
41898;High_spent_Small_value_payments
41899;High_spent_Small_value_payments
41900;Low_spent_Small_value_payments
41901;High_spent_Large_value_payments
41902;Low_spent_Small_value_payments
41903;Low_spent_Small_value_payments
41904;High_spent_Medium_value_payments
41905;Low_spent_Medium_value_payments
41906;High_spent_Large_value_payments
41907;Low_spent_Medium_value_payments
41908;Low_spent_Large_value_payments
41909;High_spent_Large_value_payments
41910;High_spent_Medium_value_payments
41911;High_spent_Small_value_payments
41912;High_spent_Medium_value_payments
41913;Low_spent_Small_value_payments
41914;High_spent_Large_value_payments
41915;High_spent_Large_value_payments
41916;Low_spent_Large_value_payments
41917;Low_spent_Small_value_payments
41918;Low_spent_Large_value_payments
41919;Low_spent_Small_value_payments
41920;High_spent_Medium_value_payments
41921;Low_spent_Medium_value_payments
41922;High_spent_Small_value_payments
41923;Low_spent_Medium_value_payments
41924;Low_spent_Small_value_payments
41925;High_spent_Large_value_payments
41926;Low_spent_Large_value_payments
41927;Low_spent_Medium_value_payments
41928;High_spent_Large_value_payments
41929;Low_spent_Medium_value_payments
41930;Low_spent_Large_value_payments
41931;High_spent_Large_value_payments
41932;Low_spent_Large_value_payments
41933;High_spent_Medium_value_payments
41934;Low_spent_Large_value_payments
41935;Low_spent_Small_value_payments
41936;Low_spent_Medium_value_payments
41937;High_spent_Small_value_payments
41938;High_spent_Large_value_payments
41939;High_spent_Small_value_payments
41940;Low_spent_Small_value_payments
41941;Low_spent_Small_value_payments
41942;High_spent_Small_value_payments
41943;Low_spent_Large_value_payments
41944;High_spent_Large_value_payments
41945;Low_spent_Medium_value_payments
41946;High_spent_Large_value_payments
41947;Low_spent_Small_value_payments
41948;Low_spent_Small_value_payments
41949;Low_spent_Small_value_payments
41950;Low_spent_Medium_value_payments
41951;High_spent_Small_value_payments
41952;High_spent_Medium_value_payments
41953;Low_spent_Large_value_payments
41954;High_spent_Small_value_payments
41955;Low_spent_Small_value_payments
41956;High_spent_Small_value_payments
41957;Low_spent_Small_value_payments
41958;High_spent_Medium_value_payments
